nid,ifid,raw_T,scbr,delta,flag
3,0, 297174927000000, 0.033002, 0.030000, 0
3,1, 297174927000000, 0.023174, 0.030000, 0
3,2, 297174927000000, 0.028317, 0.030000, 0
0,0, 297174927200000, 0.026509, 0.030000, 0
0,1, 297174927200000, 0.021733, 0.030000, 0
0,2, 297174927200000, 0.023047, 0.030000, 0
1,0, 297174927200000, 0.032665, 0.030000, 0
1,1, 297174927200000, 0.022411, 0.030000, 0
1,2, 297174927200000, 0.026771, 0.030000, 0
2,0, 297174927200000, 0.031425, 0.030000, 0
2,1, 297174927200000, 0.023107, 0.030000, 0
2,2, 297174927200000, 0.027380, 0.030000, 0
3,0, 297174927200000, 0.029541, 0.030000, 0
3,1, 297174927200000, 0.023267, 0.030000, 0
3,2, 297174927200000, 0.025839, 0.030000, 0
0,0, 297174927400000, 0.032134, 0.030000, 0
0,1, 297174927400000, 0.019626, 0.030000, 0
0,2, 297174927400000, 0.026124, 0.030000, 0
1,0, 297174927400000, 0.032293, 0.030000, 0
1,1, 297174927400000, 0.017046, 0.030000, 0
1,2, 297174927400000, 0.025065, 0.030000, 0
2,0, 297174927400000, 0.036052, 0.030000, 0
2,1, 297174927400000, 0.021774, 0.030000, 0
2,2, 297174927400000, 0.031210, 0.030000, 0
3,0, 297174927400000, 0.032191, 0.030000, 0
3,1, 297174927400000, 0.021854, 0.030000, 0
3,2, 297174927400000, 0.026059, 0.030000, 0
0,0, 297174927600000, 0.032027, 0.030000, 0
0,1, 297174927600000, 0.024413, 0.030000, 0
0,2, 297174927600000, 0.029122, 0.030000, 0
1,0, 297174927600000, 0.032106, 0.030000, 0
1,1, 297174927600000, 0.021663, 0.030000, 0
1,2, 297174927600000, 0.031513, 0.030000, 0
2,0, 297174927600000, 0.033986, 0.030000, 0
2,1, 297174927600000, 0.026947, 0.030000, 0
2,2, 297174927600000, 0.030205, 0.030000, 0
3,0, 297174927600000, 0.032055, 0.030000, 0
3,1, 297174927600000, 0.028447, 0.030000, 0
3,2, 297174927600000, 0.029090, 0.030000, 0
0,0, 297174927800000, 0.033434, 0.030000, 0
0,1, 297174927800000, 0.029727, 0.030000, 0
0,2, 297174927800000, 0.032121, 0.030000, 0
1,0, 297174927800000, 0.037853, 0.030000, 0
1,1, 297174927800000, 0.028351, 0.030000, 0
1,2, 297174927800000, 0.030376, 0.030000, 0
2,0, 297174927800000, 0.034413, 0.030000, 0
2,1, 297174927800000, 0.028073, 0.030000, 0
2,2, 297174927800000, 0.026782, 0.030000, 0
3,0, 297174927800000, 0.036368, 0.030000, 0
3,1, 297174927800000, 0.030283, 0.030000, 0
3,2, 297174927800000, 0.027705, 0.030000, 0
0,0, 297174928000000, 0.035597, 0.030000, 0
0,1, 297174928000000, 0.019243, 0.030000, 0
0,2, 297174928000000, 0.027740, 0.030000, 0
1,0, 297174928000000, 0.040727, 0.030000, 0
1,1, 297174928000000, 0.021476, 0.030000, 0
1,2, 297174928000000, 0.029788, 0.030000, 0
2,0, 297174928000000, 0.037547, 0.030000, 0
2,1, 297174928000000, 0.022797, 0.030000, 0
2,2, 297174928000000, 0.026531, 0.030000, 0
3,0, 297174928000000, 0.038524, 0.030000, 0
3,1, 297174928000000, 0.025362, 0.030000, 0
3,2, 297174928000000, 0.031372, 0.030000, 0
0,0, 297174928200000, 0.035218, 0.030000, 0
0,1, 297174928200000, 0.027142, 0.030000, 0
0,2, 297174928200000, 0.025550, 0.030000, 0
1,0, 297174928200000, 0.039243, 0.030000, 0
1,1, 297174928200000, 0.031178, 0.030000, 0
1,2, 297174928200000, 0.026574, 0.030000, 0
2,0, 297174928200000, 0.039113, 0.030000, 0
2,1, 297174928200000, 0.031838, 0.030000, 0
2,2, 297174928200000, 0.026406, 0.030000, 0
3,0, 297174928200000, 0.035222, 0.030000, 0
3,1, 297174928200000, 0.028741, 0.030000, 0
3,2, 297174928200000, 0.027366, 0.030000, 0
0,0, 297174928400000, 0.039409, 0.030000, 0
0,1, 297174928400000, 0.029631, 0.030000, 0
0,2, 297174928400000, 0.028835, 0.030000, 0
1,0, 297174928400000, 0.039962, 0.030000, 0
1,1, 297174928400000, 0.030189, 0.030000, 0
1,2, 297174928400000, 0.026427, 0.030000, 0
2,0, 297174928400000, 0.039897, 0.030000, 0
2,1, 297174928400000, 0.031979, 0.030000, 0
2,2, 297174928400000, 0.027803, 0.030000, 0
3,0, 297174928400000, 0.036491, 0.030000, 0
3,1, 297174928400000, 0.028970, 0.030000, 0
3,2, 297174928400000, 0.026823, 0.030000, 0
0,0, 297174928600000, 0.029825, 0.030000, 0
0,1, 297174928600000, 0.026495, 0.030000, 0
0,2, 297174928600000, 0.026098, 0.030000, 0
1,0, 297174928600000, 0.033021, 0.030000, 0
1,1, 297174928600000, 0.028234, 0.030000, 0
1,2, 297174928600000, 0.029274, 0.030000, 0
2,0, 297174928600000, 0.031528, 0.030000, 0
2,1, 297174928600000, 0.029130, 0.030000, 0
2,2, 297174928600000, 0.024121, 0.030000, 0
3,0, 297174928600000, 0.029825, 0.030000, 0
3,1, 297174928600000, 0.024705, 0.030000, 0
3,2, 297174928600000, 0.023632, 0.030000, 0
0,0, 297174928800000, 0.027952, 0.030000, 0
0,1, 297174928800000, 0.023468, 0.030000, 0
0,2, 297174928800000, 0.026189, 0.030000, 0
1,0, 297174928800000, 0.032470, 0.030000, 0
1,1, 297174928800000, 0.025797, 0.030000, 0
1,2, 297174928800000, 0.029237, 0.030000, 0
2,0, 297174928800000, 0.030264, 0.030000, 0
2,1, 297174928800000, 0.024785, 0.030000, 0
2,2, 297174928800000, 0.025201, 0.030000, 0
3,0, 297174928800000, 0.030873, 0.030000, 0
3,1, 297174928800000, 0.024033, 0.030000, 0
3,2, 297174928800000, 0.023496, 0.030000, 0
0,0, 297174929000000, 0.029936, 0.030000, 0
0,1, 297174929000000, 0.026334, 0.030000, 0
0,2, 297174929000000, 0.021854, 0.030000, 0
1,0, 297174929000000, 0.033655, 0.030000, 0
1,1, 297174929000000, 0.028959, 0.030000, 0
1,2, 297174929000000, 0.020458, 0.030000, 0
2,0, 297174929000000, 0.032552, 0.030000, 0
2,1, 297174929000000, 0.026992, 0.030000, 0
2,2, 297174929000000, 0.019900, 0.030000, 0
3,0, 297174929000000, 0.032856, 0.030000, 0
3,1, 297174929000000, 0.023696, 0.030000, 0
3,2, 297174929000000, 0.016128, 0.030000, 0
0,0, 297174929200000, 0.032388, 0.030000, 0
0,1, 297174929200000, 0.026307, 0.030000, 0
0,2, 297174929200000, 0.023627, 0.030000, 0
1,0, 297174929200000, 0.035708, 0.030000, 0
1,1, 297174929200000, 0.024699, 0.030000, 0
1,2, 297174929200000, 0.021469, 0.030000, 0
2,0, 297174929200000, 0.030776, 0.030000, 0
2,1, 297174929200000, 0.025176, 0.030000, 0
2,2, 297174929200000, 0.020170, 0.030000, 0
3,0, 297174929200000, 0.033848, 0.030000, 0
3,1, 297174929200000, 0.024988, 0.030000, 0
3,2, 297174929200000, 0.020764, 0.030000, 0
0,0, 297174929400000, 0.032154, 0.030000, 0
0,1, 297174929400000, 0.029213, 0.030000, 0
0,2, 297174929400000, 0.031294, 0.030000, 0
1,0, 297174929400000, 0.032354, 0.030000, 0
1,1, 297174929400000, 0.026950, 0.030000, 0
1,2, 297174929400000, 0.030215, 0.030000, 0
2,0, 297174929400000, 0.031348, 0.030000, 0
2,1, 297174929400000, 0.028648, 0.030000, 0
2,2, 297174929400000, 0.029065, 0.030000, 0
3,0, 297174929400000, 0.029964, 0.030000, 0
3,1, 297174929400000, 0.027094, 0.030000, 0
3,2, 297174929400000, 0.028402, 0.030000, 0
0,0, 297174929600000, 0.032037, 0.030000, 0
0,1, 297174929600000, 0.026327, 0.030000, 0
0,2, 297174929600000, 0.032727, 0.030000, 0
1,0, 297174929600000, 0.033597, 0.030000, 0
1,1, 297174929600000, 0.025155, 0.030000, 0
1,2, 297174929600000, 0.033647, 0.030000, 0
2,0, 297174929600000, 0.031634, 0.030000, 0
2,1, 297174929600000, 0.021644, 0.030000, 0
2,2, 297174929600000, 0.030593, 0.030000, 0
3,0, 297174929600000, 0.033862, 0.030000, 0
3,1, 297174929600000, 0.026767, 0.030000, 0
3,2, 297174929600000, 0.031281, 0.030000, 0
0,0, 297174929800000, 0.031979, 0.030000, 0
0,1, 297174929800000, 0.026303, 0.030000, 0
0,2, 297174929800000, 0.028523, 0.030000, 0
1,0, 297174929800000, 0.029838, 0.030000, 0
1,1, 297174929800000, 0.025717, 0.030000, 0
1,2, 297174929800000, 0.029004, 0.030000, 0
2,0, 297174929800000, 0.030317, 0.030000, 0
2,1, 297174929800000, 0.021042, 0.030000, 0
2,2, 297174929800000, 0.024056, 0.030000, 0
3,0, 297174929800000, 0.032891, 0.030000, 0
3,1, 297174929800000, 0.025064, 0.030000, 0
3,2, 297174929800000, 0.027780, 0.030000, 0
0,0, 297174930000000, 0.033409, 0.030000, 0
0,1, 297174930000000, 0.030672, 0.030000, 0
0,2, 297174930000000, 0.026642, 0.030000, 0
1,0, 297174930000000, 0.030879, 0.030000, 0
1,1, 297174930000000, 0.031839, 0.030000, 0
1,2, 297174930000000, 0.026882, 0.030000, 0
2,0, 297174930000000, 0.031119, 0.030000, 0
2,1, 297174930000000, 0.025121, 0.030000, 0
2,2, 297174930000000, 0.021488, 0.030000, 0
3,0, 297174930000000, 0.030946, 0.030000, 0
3,1, 297174930000000, 0.027132, 0.030000, 0
3,2, 297174930000000, 0.025570, 0.030000, 0
0,0, 297174930200000, 0.031205, 0.030000, 0
0,1, 297174930200000, 0.025556, 0.030000, 0
0,2, 297174930200000, 0.028721, 0.030000, 0
1,0, 297174930200000, 0.027020, 0.030000, 0
1,1, 297174930200000, 0.026139, 0.030000, 0
1,2, 297174930200000, 0.025941, 0.030000, 0
2,0, 297174930200000, 0.028599, 0.030000, 0
2,1, 297174930200000, 0.021321, 0.030000, 0
2,2, 297174930200000, 0.023224, 0.030000, 0
3,0, 297174930200000, 0.031433, 0.030000, 0
3,1, 297174930200000, 0.023786, 0.030000, 0
3,2, 297174930200000, 0.027385, 0.030000, 0
0,0, 297174930400000, 0.037402, 0.030000, 0
0,1, 297174930400000, 0.029538, 0.030000, 0
0,2, 297174930400000, 0.030420, 0.030000, 0
1,0, 297174930400000, 0.035310, 0.030000, 0
1,1, 297174930400000, 0.029830, 0.030000, 0
1,2, 297174930400000, 0.030490, 0.030000, 0
2,0, 297174930400000, 0.036100, 0.030000, 0
2,1, 297174930400000, 0.025960, 0.030000, 0
2,2, 297174930400000, 0.026212, 0.030000, 0
3,0, 297174930400000, 0.036056, 0.030000, 0
3,1, 297174930400000, 0.026493, 0.030000, 0
3,2, 297174930400000, 0.026833, 0.030000, 0
0,0, 297174930600000, 0.028821, 0.030000, 0
0,1, 297174930600000, 0.025749, 0.030000, 0
0,2, 297174930600000, 0.023970, 0.030000, 0
1,0, 297174930600000, 0.029235, 0.030000, 0
1,1, 297174930600000, 0.028855, 0.030000, 0
1,2, 297174930600000, 0.028385, 0.030000, 0
2,0, 297174930600000, 0.028170, 0.030000, 0
2,1, 297174930600000, 0.023960, 0.030000, 0
2,2, 297174930600000, 0.020406, 0.030000, 0
3,0, 297174930600000, 0.028148, 0.030000, 0
3,1, 297174930600000, 0.027846, 0.030000, 0
3,2, 297174930600000, 0.023636, 0.030000, 0
0,0, 297174930800000, 0.028911, 0.030000, 0
0,1, 297174930800000, 0.018714, 0.030000, 0
0,2, 297174930800000, 0.022205, 0.030000, 0
1,0, 297174930800000, 0.030577, 0.030000, 0
1,1, 297174930800000, 0.024647, 0.030000, 0
1,2, 297174930800000, 0.028793, 0.030000, 0
2,0, 297174930800000, 0.031505, 0.030000, 0
2,1, 297174930800000, 0.022200, 0.030000, 0
2,2, 297174930800000, 0.024803, 0.030000, 0
3,0, 297174930800000, 0.030034, 0.030000, 0
3,1, 297174930800000, 0.022683, 0.030000, 0
3,2, 297174930800000, 0.020578, 0.030000, 0
0,0, 297174931000000, 0.036315, 0.030000, 0
0,1, 297174931000000, 0.025417, 0.030000, 0
0,2, 297174931000000, 0.022783, 0.030000, 0
1,0, 297174931000000, 0.034249, 0.030000, 0
1,1, 297174931000000, 0.022544, 0.030000, 0
1,2, 297174931000000, 0.026076, 0.030000, 0
2,0, 297174931000000, 0.034632, 0.030000, 0
2,1, 297174931000000, 0.024240, 0.030000, 0
2,2, 297174931000000, 0.027002, 0.030000, 0
3,0, 297174931000000, 0.036897, 0.030000, 0
3,1, 297174931000000, 0.024482, 0.030000, 0
3,2, 297174931000000, 0.024889, 0.030000, 0
0,0, 297174931200000, 0.035578, 0.030000, 0
0,1, 297174931200000, 0.024389, 0.030000, 0
0,2, 297174931200000, 0.027451, 0.030000, 0
1,0, 297174931200000, 0.030164, 0.030000, 0
1,1, 297174931200000, 0.021492, 0.030000, 0
1,2, 297174931200000, 0.023258, 0.030000, 0
2,0, 297174931200000, 0.030356, 0.030000, 0
2,1, 297174931200000, 0.022340, 0.030000, 0
2,2, 297174931200000, 0.028101, 0.030000, 0
3,0, 297174931200000, 0.034409, 0.030000, 0
3,1, 297174931200000, 0.023921, 0.030000, 0
3,2, 297174931200000, 0.024125, 0.030000, 0
0,0, 297174931400000, 0.036669, 0.030000, 0
0,1, 297174931400000, 0.026794, 0.030000, 0
0,2, 297174931400000, 0.029786, 0.030000, 0
1,0, 297174931400000, 0.031042, 0.030000, 0
1,1, 297174931400000, 0.020966, 0.030000, 0
1,2, 297174931400000, 0.027689, 0.030000, 0
2,0, 297174931400000, 0.032598, 0.030000, 0
2,1, 297174931400000, 0.024310, 0.030000, 0
2,2, 297174931400000, 0.028650, 0.030000, 0
3,0, 297174931400000, 0.033164, 0.030000, 0
3,1, 297174931400000, 0.022180, 0.030000, 0
3,2, 297174931400000, 0.026662, 0.030000, 0
0,0, 297174931600000, 0.028454, 0.030000, 0
0,1, 297174931600000, 0.025077, 0.030000, 0
0,2, 297174931600000, 0.025113, 0.030000, 0
1,0, 297174931600000, 0.028561, 0.030000, 0
1,1, 297174931600000, 0.023623, 0.030000, 0
1,2, 297174931600000, 0.025525, 0.030000, 0
2,0, 297174931600000, 0.027879, 0.030000, 0
2,1, 297174931600000, 0.025295, 0.030000, 0
2,2, 297174931600000, 0.023085, 0.030000, 0
3,0, 297174931600000, 0.028162, 0.030000, 0
3,1, 297174931600000, 0.021310, 0.030000, 0
3,2, 297174931600000, 0.022091, 0.030000, 0
0,0, 297174931800000, 0.033207, 0.030000, 0
0,1, 297174931800000, 0.023839, 0.030000, 0
0,2, 297174931800000, 0.031536, 0.030000, 0
1,0, 297174931800000, 0.031701, 0.030000, 0
1,1, 297174931800000, 0.020571, 0.030000, 0
1,2, 297174931800000, 0.028822, 0.030000, 0
2,0, 297174931800000, 0.034360, 0.030000, 0
2,1, 297174931800000, 0.025408, 0.030000, 0
2,2, 297174931800000, 0.029063, 0.030000, 0
3,0, 297174931800000, 0.030101, 0.030000, 0
3,1, 297174931800000, 0.020495, 0.030000, 0
3,2, 297174931800000, 0.024186, 0.030000, 0
0,0, 297174932000000, 0.032564, 0.030000, 0
0,1, 297174932000000, 0.028419, 0.030000, 0
0,2, 297174932000000, 0.028908, 0.030000, 0
1,0, 297174932000000, 0.028890, 0.030000, 0
1,1, 297174932000000, 0.024886, 0.030000, 0
1,2, 297174932000000, 0.031931, 0.030000, 0
2,0, 297174932000000, 0.030220, 0.030000, 0
2,1, 297174932000000, 0.027744, 0.030000, 0
2,2, 297174932000000, 0.026211, 0.030000, 0
3,0, 297174932000000, 0.028091, 0.030000, 0
3,1, 297174932000000, 0.022348, 0.030000, 0
3,2, 297174932000000, 0.026693, 0.030000, 0
0,0, 297174932200000, 0.033762, 0.030000, 0
0,1, 297174932200000, 0.025890, 0.030000, 0
0,2, 297174932200000, 0.026134, 0.030000, 0
1,0, 297174932200000, 0.034865, 0.030000, 0
1,1, 297174932200000, 0.022663, 0.030000, 0
1,2, 297174932200000, 0.027646, 0.030000, 0
2,0, 297174932200000, 0.035450, 0.030000, 0
2,1, 297174932200000, 0.025552, 0.030000, 0
2,2, 297174932200000, 0.027706, 0.030000, 0
3,0, 297174932200000, 0.033005, 0.030000, 0
3,1, 297174932200000, 0.021394, 0.030000, 0
3,2, 297174932200000, 0.023566, 0.030000, 0
0,0, 297174932400000, 0.032841, 0.030000, 0
0,1, 297174932400000, 0.026085, 0.030000, 0
0,2, 297174932400000, 0.024747, 0.030000, 0
1,0, 297174932400000, 0.031933, 0.030000, 0
1,1, 297174932400000, 0.025931, 0.030000, 0
1,2, 297174932400000, 0.025503, 0.030000, 0
2,0, 297174932400000, 0.029305, 0.030000, 0
2,1, 297174932400000, 0.022996, 0.030000, 0
2,2, 297174932400000, 0.025533, 0.030000, 0
3,0, 297174932400000, 0.029543, 0.030000, 0
3,1, 297174932400000, 0.020917, 0.030000, 0
3,2, 297174932400000, 0.020543, 0.030000, 0
0,0, 297174932600000, 0.032380, 0.030000, 0
0,1, 297174932600000, 0.021802, 0.030000, 0
0,2, 297174932600000, 0.021134, 0.030000, 0
1,0, 297174932600000, 0.034846, 0.030000, 0
1,1, 297174932600000, 0.021726, 0.030000, 0
1,2, 297174932600000, 0.021511, 0.030000, 0
2,0, 297174932600000, 0.029152, 0.030000, 0
2,1, 297174932600000, 0.018798, 0.030000, 0
2,2, 297174932600000, 0.020066, 0.030000, 0
3,0, 297174932600000, 0.033651, 0.030000, 0
3,1, 297174932600000, 0.020678, 0.030000, 0
3,2, 297174932600000, 0.020492, 0.030000, 0
0,0, 297174932800000, 0.032150, 0.030000, 0
0,1, 297174932800000, 0.026961, 0.030000, 0
0,2, 297174932800000, 0.025167, 0.030000, 0
1,0, 297174932800000, 0.034843, 0.030000, 0
1,1, 297174932800000, 0.024003, 0.030000, 0
1,2, 297174932800000, 0.023896, 0.030000, 0
2,0, 297174932800000, 0.030536, 0.030000, 0
2,1, 297174932800000, 0.022539, 0.030000, 0
2,2, 297174932800000, 0.021713, 0.030000, 0
3,0, 297174932800000, 0.035706, 0.030000, 0
3,1, 297174932800000, 0.024939, 0.030000, 0
3,2, 297174932800000, 0.023386, 0.030000, 0
0,0, 297174933000000, 0.033495, 0.030000, 0
0,1, 297174933000000, 0.023701, 0.030000, 0
0,2, 297174933000000, 0.024263, 0.030000, 0
1,0, 297174933000000, 0.034842, 0.030000, 0
1,1, 297174933000000, 0.022221, 0.030000, 0
1,2, 297174933000000, 0.028008, 0.030000, 0
2,0, 297174933000000, 0.032688, 0.030000, 0
2,1, 297174933000000, 0.024409, 0.030000, 0
2,2, 297174933000000, 0.028377, 0.030000, 0
3,0, 297174933000000, 0.033813, 0.030000, 0
3,1, 297174933000000, 0.022690, 0.030000, 0
3,2, 297174933000000, 0.023373, 0.030000, 0
0,0, 297174933200000, 0.035628, 0.030000, 0
0,1, 297174933200000, 0.024990, 0.030000, 0
0,2, 297174933200000, 0.029652, 0.030000, 0
1,0, 297174933200000, 0.036301, 0.030000, 0
1,1, 297174933200000, 0.025711, 0.030000, 0
1,2, 297174933200000, 0.032984, 0.030000, 0
2,0, 297174933200000, 0.032304, 0.030000, 0
2,1, 297174933200000, 0.028265, 0.030000, 0
2,2, 297174933200000, 0.033168, 0.030000, 0
3,0, 297174933200000, 0.035786, 0.030000, 0
3,1, 297174933200000, 0.024485, 0.030000, 0
3,2, 297174933200000, 0.026286, 0.030000, 0
0,0, 297174933400000, 0.035234, 0.030000, 0
0,1, 297174933400000, 0.027095, 0.030000, 0
0,2, 297174933400000, 0.029426, 0.030000, 0
1,0, 297174933400000, 0.037030, 0.030000, 0
1,1, 297174933400000, 0.030375, 0.030000, 0
1,2, 297174933400000, 0.029632, 0.030000, 0
2,0, 297174933400000, 0.036492, 0.030000, 0
2,1, 297174933400000, 0.028732, 0.030000, 0
2,2, 297174933400000, 0.031184, 0.030000, 0
3,0, 297174933400000, 0.033853, 0.030000, 0
3,1, 297174933400000, 0.026842, 0.030000, 0
3,2, 297174933400000, 0.027743, 0.030000, 0
0,0, 297174933600000, 0.039417, 0.030000, 0
0,1, 297174933600000, 0.028148, 0.030000, 0
0,2, 297174933600000, 0.032233, 0.030000, 0
1,0, 297174933600000, 0.041775, 0.030000, 0
1,1, 297174933600000, 0.031248, 0.030000, 0
1,2, 297174933600000, 0.032336, 0.030000, 0
2,0, 297174933600000, 0.040046, 0.030000, 0
2,1, 297174933600000, 0.033346, 0.030000, 0
2,2, 297174933600000, 0.034572, 0.030000, 0
3,0, 297174933600000, 0.035807, 0.030000, 0
3,1, 297174933600000, 0.025101, 0.030000, 0
3,2, 297174933600000, 0.029932, 0.030000, 0
0,0, 297174933800000, 0.037128, 0.030000, 0
0,1, 297174933800000, 0.027214, 0.030000, 0
0,2, 297174933800000, 0.032176, 0.030000, 0
1,0, 297174933800000, 0.038308, 0.030000, 0
1,1, 297174933800000, 0.027304, 0.030000, 0
1,2, 297174933800000, 0.033688, 0.030000, 0
2,0, 297174933800000, 0.037443, 0.030000, 0
2,1, 297174933800000, 0.028353, 0.030000, 0
2,2, 297174933800000, 0.034806, 0.030000, 0
3,0, 297174933800000, 0.033863, 0.030000, 0
3,1, 297174933800000, 0.024231, 0.030000, 0
3,2, 297174933800000, 0.029566, 0.030000, 0
0,0, 297174934000000, 0.033064, 0.030000, 0
0,1, 297174934000000, 0.026787, 0.030000, 0
0,2, 297174934000000, 0.026308, 0.030000, 0
1,0, 297174934000000, 0.033654, 0.030000, 0
1,1, 297174934000000, 0.025352, 0.030000, 0
1,2, 297174934000000, 0.027064, 0.030000, 0
2,0, 297174934000000, 0.033222, 0.030000, 0
2,1, 297174934000000, 0.028837, 0.030000, 0
2,2, 297174934000000, 0.029083, 0.030000, 0
3,0, 297174934000000, 0.032892, 0.030000, 0
3,1, 297174934000000, 0.025255, 0.030000, 0
3,2, 297174934000000, 0.026463, 0.030000, 0
0,0, 297174934200000, 0.032492, 0.030000, 0
0,1, 297174934200000, 0.023613, 0.030000, 0
0,2, 297174934200000, 0.026294, 0.030000, 0
1,0, 297174934200000, 0.034247, 0.030000, 0
1,1, 297174934200000, 0.024356, 0.030000, 0
1,2, 297174934200000, 0.025212, 0.030000, 0
2,0, 297174934200000, 0.032571, 0.030000, 0
2,1, 297174934200000, 0.027558, 0.030000, 0
2,2, 297174934200000, 0.029142, 0.030000, 0
3,0, 297174934200000, 0.030946, 0.030000, 0
3,1, 297174934200000, 0.021388, 0.030000, 0
3,2, 297174934200000, 0.026371, 0.030000, 0
0,0, 297174934400000, 0.035126, 0.030000, 0
0,1, 297174934400000, 0.026407, 0.030000, 0
0,2, 297174934400000, 0.023367, 0.030000, 0
1,0, 297174934400000, 0.038923, 0.030000, 0
1,1, 297174934400000, 0.025318, 0.030000, 0
1,2, 297174934400000, 0.024286, 0.030000, 0
2,0, 297174934400000, 0.035165, 0.030000, 0
2,1, 297174934400000, 0.026919, 0.030000, 0
2,2, 297174934400000, 0.024791, 0.030000, 0
3,0, 297174934400000, 0.037273, 0.030000, 0
3,1, 297174934400000, 0.026754, 0.030000, 0
3,2, 297174934400000, 0.024866, 0.030000, 0
0,0, 297174934600000, 0.030603, 0.030000, 0
0,1, 297174934600000, 0.027803, 0.030000, 0
0,2, 297174934600000, 0.021904, 0.030000, 0
1,0, 297174934600000, 0.032502, 0.030000, 0
1,1, 297174934600000, 0.027259, 0.030000, 0
1,2, 297174934600000, 0.022363, 0.030000, 0
2,0, 297174934600000, 0.030623, 0.030000, 0
2,1, 297174934600000, 0.028060, 0.030000, 0
2,2, 297174934600000, 0.022615, 0.030000, 0
3,0, 297174934600000, 0.030216, 0.030000, 0
3,1, 297174934600000, 0.026517, 0.030000, 0
3,2, 297174934600000, 0.021193, 0.030000, 0
0,0, 297174934800000, 0.031262, 0.030000, 0
0,1, 297174934800000, 0.024122, 0.030000, 0
0,2, 297174934800000, 0.022632, 0.030000, 0
1,0, 297174934800000, 0.033671, 0.030000, 0
1,1, 297174934800000, 0.025309, 0.030000, 0
1,2, 297174934800000, 0.021401, 0.030000, 0
2,0, 297174934800000, 0.029811, 0.030000, 0
2,1, 297174934800000, 0.024250, 0.030000, 0
2,2, 297174934800000, 0.022988, 0.030000, 0
3,0, 297174934800000, 0.031068, 0.030000, 0
3,1, 297174934800000, 0.024938, 0.030000, 0
3,2, 297174934800000, 0.020816, 0.030000, 0
0,0, 297174935000000, 0.036011, 0.030000, 0
0,1, 297174935000000, 0.031041, 0.030000, 0
0,2, 297174935000000, 0.030296, 0.030000, 0
1,0, 297174935000000, 0.035775, 0.030000, 0
1,1, 297174935000000, 0.027255, 0.030000, 0
1,2, 297174935000000, 0.028221, 0.030000, 0
2,0, 297174935000000, 0.032366, 0.030000, 0
2,1, 297174935000000, 0.025265, 0.030000, 0
2,2, 297174935000000, 0.027554, 0.030000, 0
3,0, 297174935000000, 0.031494, 0.030000, 0
3,1, 297174935000000, 0.027069, 0.030000, 0
3,2, 297174935000000, 0.027928, 0.030000, 0
0,0, 297174935200000, 0.041265, 0.030000, 0
0,1, 297174935200000, 0.028660, 0.030000, 0
0,2, 297174935200000, 0.029748, 0.030000, 0
1,0, 297174935200000, 0.039688, 0.030000, 0
1,1, 297174935200000, 0.031147, 0.030000, 0
1,2, 297174935200000, 0.031630, 0.030000, 0
2,0, 297174935200000, 0.035063, 0.030000, 0
2,1, 297174935200000, 0.025772, 0.030000, 0
2,2, 297174935200000, 0.029837, 0.030000, 0
3,0, 297174935200000, 0.037547, 0.030000, 0
3,1, 297174935200000, 0.026675, 0.030000, 0
3,2, 297174935200000, 0.031484, 0.030000, 0
0,0, 297174935400000, 0.039573, 0.030000, 0
0,1, 297174935400000, 0.031850, 0.030000, 0
0,2, 297174935400000, 0.029474, 0.030000, 0
1,0, 297174935400000, 0.038804, 0.030000, 0
1,1, 297174935400000, 0.030174, 0.030000, 0
1,2, 297174935400000, 0.028955, 0.030000, 0
2,0, 297174935400000, 0.036411, 0.030000, 0
2,1, 297174935400000, 0.028946, 0.030000, 0
2,2, 297174935400000, 0.026598, 0.030000, 0
3,0, 297174935400000, 0.039154, 0.030000, 0
3,1, 297174935400000, 0.030857, 0.030000, 0
3,2, 297174935400000, 0.028882, 0.030000, 0
0,0, 297174935600000, 0.041586, 0.030000, 0
0,1, 297174935600000, 0.027605, 0.030000, 0
0,2, 297174935600000, 0.032257, 0.030000, 0
1,0, 297174935600000, 0.039742, 0.030000, 0
1,1, 297174935600000, 0.022387, 0.030000, 0
1,2, 297174935600000, 0.027618, 0.030000, 0
2,0, 297174935600000, 0.041466, 0.030000, 0
2,1, 297174935600000, 0.023233, 0.030000, 0
2,2, 297174935600000, 0.026439, 0.030000, 0
3,0, 297174935600000, 0.039917, 0.030000, 0
3,1, 297174935600000, 0.022729, 0.030000, 0
3,2, 297174935600000, 0.027581, 0.030000, 0
0,0, 297174935800000, 0.042593, 0.030000, 0
0,1, 297174935800000, 0.028403, 0.030000, 0
0,2, 297174935800000, 0.030728, 0.030000, 0
1,0, 297174935800000, 0.041671, 0.030000, 0
1,1, 297174935800000, 0.024333, 0.030000, 0
1,2, 297174935800000, 0.025489, 0.030000, 0
2,0, 297174935800000, 0.043993, 0.030000, 0
2,1, 297174935800000, 0.029137, 0.030000, 0
2,2, 297174935800000, 0.027820, 0.030000, 0
3,0, 297174935800000, 0.038838, 0.030000, 0
3,1, 297174935800000, 0.027424, 0.030000, 0
3,2, 297174935800000, 0.025471, 0.030000, 0
0,0, 297174936000000, 0.038717, 0.030000, 0
0,1, 297174936000000, 0.024421, 0.030000, 0
0,2, 297174936000000, 0.028504, 0.030000, 0
1,0, 297174936000000, 0.036795, 0.030000, 0
1,1, 297174936000000, 0.022387, 0.030000, 0
1,2, 297174936000000, 0.024424, 0.030000, 0
